Date,Remark,Value
1/18/2016,,5.7
1/19/2016,,4.9
1/20/2016,,5
1/21/2016,,4.5
1/22/2016,,4
1/23/2016,,2.7
1/24/2016,,2.9
1/25/2016,,4.2
1/26/2016,,6.5
1/27/2016,,7.4
1/28/2016,,9.2
1/29/2016,,9
1/30/2016,,5.2
1/31/2016,,4.8
2/1/2016,,4.6
2/2/2016,,3.6
2/4/2016,,2.2
2/5/2016,,1.6
2/6/2016,,3.6
2/7/2016,,8
2/8/2016,,6.7
2/9/2016,,3.6
2/10/2016,,1.6
2/11/2016,,0.9
2/12/2016,,0.8
2/13/2016,,1.2
2/14/2016,,3.6
2/15/2016,,3.9
2/16/2016,,1.8
2/17/2016,,0.8
2/18/2016,,0.5
2/19/2016,,1.9
2/20/2016,,1.7
2/21/2016,,1
2/22/2016,,0.8
2/23/2016,,1.3
2/24/2016,,1.8
2/25/2016,,0.4
2/26/2016,,0.4
2/27/2016,,0.9
2/28/2016,,2.2
2/29/2016,,1.3
3/1/2016,,0.9
3/2/2016,,0.9
3/3/2016,,2.5
3/4/2016,,6.1
3/5/2016,,9.2
3/6/2016,,10
3/7/2016,,11
3/8/2016,,10
3/9/2016,,9.8
3/10/2016,,9
3/11/2016,,8
3/12/2016,,6.9
3/13/2016,,6.4
3/14/2016,,5.6
3/15/2016,,4.6
3/16/2016,,4.4
3/17/2016,,4.9
3/18/2016,,5.5
3/19/2016,,7.8
3/20/2016,,9.2
3/21/2016,,13
3/22/2016,,12
3/23/2016,,8
3/24/2016,,6.3
3/25/2016,,5.4
3/26/2016,,4.2
3/27/2016,,4.1
3/28/2016,,5.1
3/29/2016,,5.2
3/30/2016,,8.3
3/31/2016,,8.3
4/1/2016,,5.9
4/2/2016,,4.4
4/3/2016,,3.3
4/4/2016,,4
4/5/2016,,5.1
4/6/2016,,8.7
4/7/2016,,7.6
4/8/2016,,7
4/9/2016,,7.9
4/10/2016,,9
4/11/2016,,9.1
4/12/2016,,7.9
4/13/2016,,8.9
4/14/2016,,16
4/15/2016,,23
4/16/2016,,24
4/17/2016,,25
4/18/2016,,24
4/19/2016,,19
4/20/2016,,14
4/21/2016,,12
4/22/2016,,11
4/23/2016,,10
4/24/2016,,10
4/25/2016,,11
4/26/2016,,11
4/29/2016,,8.4
4/30/2016,,9
5/1/2016,,9.3
5/2/2016,,9.3
5/3/2016,,8.6
5/4/2016,,8.4
5/5/2016,,9.2
5/6/2016,,11
5/7/2016,,13
5/8/2016,,12
5/9/2016,,10
5/10/2016,,9.4
5/11/2016,,8.7
5/12/2016,,8.4
5/13/2016,,7.8
5/14/2016,,8.2
5/15/2016,,9.2
5/16/2016,,10
5/17/2016,,10
5/18/2016,,8.3
5/19/2016,,4.04
5/20/2016,,8.1
5/21/2016,,7.8
5/22/2016,,7.2
5/23/2016,,8
5/24/2016,,8.3
5/25/2016,,7.6
5/26/2016,,6.9
5/27/2016,,7.5
5/28/2016,,10
5/29/2016,,14
5/30/2016,,11
5/31/2016,,10
6/1/2016,,12
6/2/2016,,12
6/3/2016,,12
6/4/2016,,12
6/5/2016,,12
6/6/2016,,12
6/7/2016,,11
6/8/2016,,8.9
6/9/2016,,7.9
6/10/2016,,7.5
6/11/2016,,6.9
6/12/2016,,5.9
6/13/2016,,4.9
6/14/2016,,6.6
6/15/2016,,6.6
6/16/2016,,5.3
6/17/2016,,4
6/18/2016,,6.7
6/19/2016,,16
6/20/2016,,14
6/21/2016,,10
6/22/2016,,8
6/23/2016,,6.9
6/24/2016,,6.5
6/25/2016,,6
6/26/2016,,6.6
6/27/2016,,10
6/28/2016,,11
6/29/2016,,11
6/30/2016,,9.6
7/1/2016,,8.8
7/2/2016,,7.9
7/3/2016,,7.1
7/4/2016,,6.5
7/5/2016,,5.9
7/6/2016,,5
7/7/2016,,4.6
7/8/2016,,4
7/9/2016,,4.4
7/10/2016,,5.1
7/11/2016,,5.9
7/15/2016,,7.5
7/16/2016,,6.9
7/17/2016,,6.6
7/18/2016,,7.1
7/19/2016,,7.4
7/20/2016,,7.9
7/21/2016,,8.8
7/22/2016,,10
7/23/2016,,11
7/24/2016,,10
7/25/2016,,9.7
7/26/2016,,8.9
7/27/2016,,8.1
7/28/2016,,7.5
7/29/2016,,8.1
7/30/2016,,8
7/31/2016,,8.5
8/1/2016,,8.9
8/2/2016,,9
8/3/2016,,9.4
8/4/2016,,9.6
8/5/2016,,10
8/6/2016,,9.3
8/7/2016,,7.3
8/8/2016,,5.3
8/9/2016,,5.1
8/10/2016,,6.1
8/11/2016,,8
8/12/2016,,8.9
8/13/2016,,8.6
8/14/2016,,8.5
8/15/2016,,9
8/16/2016,,9.5
8/17/2016,,11
8/18/2016,,13
8/19/2016,,13
8/20/2016,,13
8/21/2016,,14
8/22/2016,,14
8/23/2016,,16
8/24/2016,,21
8/25/2016,,24
8/26/2016,,23
8/27/2016,,22
8/28/2016,,22
8/29/2016,,23
8/30/2016,,23
8/31/2016,,21
9/1/2016,,19
9/2/2016,,15
9/3/2016,,12
9/4/2016,,13
9/5/2016,,15
9/6/2016,,15
9/7/2016,,13
9/8/2016,,11
9/9/2016,,11
9/10/2016,,10
9/11/2016,,9.8
9/12/2016,,9.2
9/13/2016,,11
9/14/2016,,12
9/15/2016,,13
9/16/2016,,16
9/17/2016,,19
9/18/2016,,18
9/19/2016,,16
9/20/2016,,14
9/21/2016,,13
9/22/2016,,13
9/23/2016,,12
9/24/2016,,12
9/25/2016,,12
9/26/2016,,14
9/27/2016,,14
9/28/2016,,13
9/29/2016,,11
9/30/2016,,9.9
10/1/2016,,10
10/2/2016,,12
10/3/2016,,13
10/4/2016,,18
10/5/2016,,25
10/6/2016,,29
10/7/2016,,32
10/8/2016,,25
10/9/2016,,15
10/10/2016,,13
10/11/2016,,13
10/12/2016,,13
10/13/2016,,12
10/14/2016,,10
10/15/2016,,9.3
10/16/2016,,8.5
10/17/2016,,7.7
10/18/2016,,6.8
10/19/2016,,5.9
10/20/2016,,5.2
10/21/2016,,4.6
10/22/2016,,4
10/23/2016,,3.7
10/24/2016,,3.3
10/25/2016,,2.9
10/26/2016,,3.6
10/27/2016,,3.6
10/28/2016,,2.9
10/29/2016,,2.5
10/30/2016,,2.3
10/31/2016,,1.9
11/1/2016,,2.2
11/2/2016,,3.8
11/3/2016,,3.2
11/4/2016,,2.2
11/5/2016,,6.4
11/6/2016,,8.3
11/7/2016,,6.9
11/8/2016,,4.035
11/9/2016,,6.4
11/10/2016,,5.9
11/11/2016,,5.4
11/12/2016,,6.1
11/13/2016,,10
11/14/2016,,8.9
11/15/2016,,6.5
11/16/2016,,5.2
11/17/2016,,4.6
11/18/2016,,3.7
11/19/2016,,3.1
11/20/2016,,3.1
11/21/2016,,2.9
11/22/2016,,2.8
11/23/2016,,2.5
11/24/2016,,1.5
11/25/2016,,1.1
11/26/2016,,1.1
11/27/2016,,3.7
11/28/2016,,5.6
11/29/2016,,3.6
11/30/2016,,2.1
12/1/2016,,1.3
12/2/2016,,1.1
12/3/2016,,2.1
12/4/2016,,4.3
12/5/2016,,3.9
12/6/2016,,4.1
12/7/2016,,3.8
12/8/2016,,4.7
12/9/2016,,7.2
12/10/2016,,8.9
12/11/2016,,8.4
12/12/2016,,5.6
12/13/2016,,4
12/14/2016,,3.9
12/15/2016,,5.5
12/16/2016,,7.5
12/17/2016,,7.6
12/18/2016,,5
12/19/2016,,3.6
12/20/2016,,6.7
12/21/2016,,8.2
12/22/2016,,6.9
12/23/2016,,6.3
12/24/2016,,6.5
12/25/2016,,4.8
12/26/2016,,4.6
12/27/2016,,4.7
12/28/2016,,3.1
12/29/2016,,2.3
12/30/2016,,1.7
12/31/2016,,2.3
1/1/2017,,3.5
1/2/2017,,3.8
1/3/2017,,3.1
1/4/2017,,2.5
1/5/2017,,4.6
1/6/2017,,6.7
1/7/2017,,7.9
1/8/2017,,12
1/9/2017,,12
1/10/2017,,12
1/11/2017,,10
1/12/2017,,8.5
1/13/2017,,7.4
1/14/2017,,6.2
1/15/2017,,5.6
1/16/2017,,5.1
1/17/2017,,5.2
1/18/2017,,3.9
1/19/2017,,3.1
1/20/2017,,5.2
1/21/2017,,6.9
1/22/2017,,6.8
1/23/2017,,5.7
1/24/2017,,5.1
1/25/2017,,6.3
1/26/2017,,5.2
1/27/2017,,5.1
1/28/2017,,5.6
1/29/2017,,4.7
1/30/2017,,3.4
1/31/2017,,3.7
2/1/2017,,3.3
2/2/2017,,4.6
2/3/2017,,6.6
2/4/2017,,15
2/5/2017,,19
2/6/2017,,14
2/7/2017,,11
2/8/2017,,10
2/9/2017,,8.8
2/10/2017,,9.5
2/11/2017,,10
2/13/2017,,8.4
2/14/2017,,10
2/15/2017,,5
2/16/2017,,10
2/17/2017,,12
2/18/2017,,12
2/19/2017,,12
2/20/2017,,13
2/21/2017,,14
2/22/2017,,15
2/23/2017,,19
2/24/2017,,21
2/25/2017,,17
2/27/2017,,14
2/28/2017,,14
3/6/2017,,11
3/13/2017,,21
3/23/2017,,19
3/24/2017,,19
4/4/2017,,14
5/11/2017,,16
5/12/2017,,16
5/13/2017,,17
5/14/2017,,20
5/15/2017,,22
5/16/2017,,20
5/17/2017,,19
5/18/2017,,17
5/19/2017,,18
5/20/2017,,18
5/21/2017,,18
6/16/2017,,10
6/17/2017,,9.5
6/18/2017,,8.8
6/19/2017,,8.3
6/20/2017,,7.8
6/21/2017,,7.6
6/22/2017,,7.2
6/23/2017,,6.8
6/24/2017,,6.4
6/25/2017,,6.2
6/26/2017,,6.2
6/27/2017,,7
6/28/2017,,7.8
6/29/2017,,7.9
6/30/2017,,6.6
7/1/2017,,5.2
7/2/2017,,4.1
7/3/2017,,3.6
7/4/2017,,3.3
7/5/2017,,3.1
7/6/2017,,2.9
7/7/2017,,2.5
7/8/2017,,2.4
7/9/2017,,2.7
7/10/2017,,3.8
7/11/2017,,4.1
7/12/2017,,4.4
7/13/2017,,5.2
7/14/2017,,5.2
7/15/2017,,4.6
7/16/2017,,4.4
7/17/2017,,5.5
7/18/2017,,6.1
7/19/2017,,5.8
7/20/2017,,6
7/21/2017,,6.8
7/22/2017,,6.9
7/23/2017,,5.9
7/24/2017,,4.3
7/25/2017,,3.3
7/26/2017,,3.6
7/27/2017,,5.2
7/28/2017,,5.5
7/29/2017,,4.4
7/30/2017,,4.2
7/31/2017,,9
8/1/2017,,11
8/2/2017,,7.9
8/3/2017,,4.6
8/4/2017,,3.2
8/5/2017,,2.7
8/6/2017,,2.3
8/7/2017,,2
8/8/2017,,1.8
8/11/2017,,4
8/14/2017,,1.2
8/15/2017,,1.2
8/16/2017,,1.5
8/17/2017,,1.9
8/23/2017,,2.7
8/24/2017,,2.5
8/25/2017,,2.9
8/26/2017,,5.5
8/27/2017,,11
8/28/2017,,14
8/29/2017,,8.9
8/30/2017,,6.2
8/31/2017,,5.6
9/1/2017,,4.6
9/2/2017,,3.5
9/3/2017,,3.2
9/4/2017,,3.2
9/5/2017,,3
9/6/2017,,2.6
9/7/2017,,2.3
9/8/2017,,4.5
9/9/2017,,13
9/10/2017,,23
9/11/2017,,21
9/12/2017,,3.6
9/13/2017,,1.4
9/14/2017,,0.8
9/15/2017,,0.5
9/16/2017,,0.4
9/17/2017,,0.3
9/18/2017,,0.3
9/19/2017,,0.3
9/20/2017,,0.3
9/21/2017,,0.3
9/22/2017,,0.3
9/23/2017,,0.3
9/24/2017,,0.3
9/25/2017,,0.3
9/26/2017,,0.4
9/27/2017,,0.3
9/28/2017,,0.3
9/29/2017,,0.3
9/30/2017,,0.4
10/1/2017,,2.3
10/2/2017,,0.6
10/3/2017,,0.3
10/4/2017,,0.3
10/5/2017,,0.3
10/6/2017,,0.3
10/7/2017,,0.3
10/8/2017,,0.3
10/13/2017,,0.3
10/14/2017,,0.5
10/15/2017,,0.5
10/16/2017,,0.3
10/17/2017,,0.9
10/18/2017,,2.7
10/19/2017,,2.2
10/20/2017,,0.7
10/21/2017,,0.3
12/14/2017,,0.2
12/15/2017,,0.2
12/16/2017,,0.2
12/17/2017,,0.3
12/18/2017,,0.3
12/19/2017,,0.2
12/20/2017,,0.2
12/21/2017,,0.185
12/22/2017,,2.6
12/23/2017,,2.8
12/24/2017,,0.6
12/25/2017,,0.3
12/26/2017,,1.7
12/27/2017,,4.2
12/28/2017,,7.6
12/29/2017,,11
12/30/2017,,7.1
12/31/2017,,4.5
1/1/2018,,8.4
1/2/2018,,17
1/3/2018,,19
1/4/2018,,15
1/5/2018,,8.4
1/6/2018,,5.2
1/11/2018,,1.1
1/12/2018,,0.7
1/13/2018,,0.3
1/14/2018,,0.4
1/15/2018,,3.3
1/16/2018,,5
1/17/2018,,4.3
1/18/2018,,3.5
1/19/2018,,3.2
1/20/2018,,1.9
1/21/2018,,1.2
1/22/2018,,1
1/23/2018,,0.9
1/24/2018,,0.4
1/25/2018,,1.3
1/26/2018,,3.8
1/27/2018,,3.5
1/28/2018,,2.6
1/29/2018,,1.7
1/30/2018,,1.6
1/31/2018,,2.1
2/1/2018,,2.1
2/2/2018,,1.6
2/3/2018,,2.4
2/4/2018,,2.8
2/5/2018,,0.8
2/6/2018,,0.3
2/7/2018,,0.3
2/16/2018,,1.8
2/17/2018,,0.8
2/18/2018,,1.2
2/19/2018,,2.4
2/20/2018,,1.64
2/21/2018,,2.9
2/22/2018,,2.4
2/23/2018,,2.1
2/24/2018,,2.2
2/25/2018,,3.2
2/26/2018,,3.7
2/27/2018,,8.2
2/28/2018,,12
3/1/2018,,8.4
3/2/2018,,7.3
3/3/2018,,8.6
3/4/2018,,14
3/5/2018,,15
3/6/2018,,14
3/7/2018,,14
3/8/2018,,14
3/9/2018,,13
3/10/2018,,11
3/11/2018,,10
3/12/2018,,12
3/13/2018,,13
3/14/2018,,13
3/15/2018,,12
3/16/2018,,9.7
3/17/2018,,8.5
3/18/2018,,8.1
3/19/2018,,9.3
3/20/2018,,9.6
3/22/2018,,7.1
3/23/2018,,9.6
3/24/2018,,10
3/25/2018,,9.7
3/26/2018,,18
3/27/2018,,18
3/28/2018,,13
3/29/2018,,11
3/30/2018,,9.7
3/31/2018,,10
4/1/2018,,13
4/2/2018,,11
4/3/2018,,9.8
4/4/2018,,8.7
4/5/2018,,9
4/6/2018,,9.5
4/7/2018,,7.5
4/8/2018,,7.2
4/9/2018,,9.9
4/10/2018,,12
4/11/2018,,12
4/12/2018,,8.2
4/13/2018,,6.1
4/14/2018,,4.8
4/15/2018,,4
4/16/2018,,2.7
4/17/2018,,2.2
4/18/2018,,2.1
4/19/2018,,2.2
4/20/2018,,4.8
4/21/2018,,11
4/22/2018,,8.9
4/23/2018,,8.1
4/26/2018,,5.6
4/27/2018,,5.3
4/28/2018,,6.1
4/29/2018,,6
4/30/2018,,7.5
5/1/2018,,6.7
5/2/2018,,5.1
5/3/2018,,4.3
5/4/2018,,3.6
5/5/2018,,3.8
5/6/2018,,4.5
5/7/2018,,4.7
5/8/2018,,7.1
5/9/2018,,8.9
5/10/2018,,8.1
5/11/2018,,7.4
5/12/2018,,7.6
5/13/2018,,8.2
5/14/2018,,9.5
5/15/2018,,9.5
5/16/2018,,8.2
5/17/2018,,6.7
5/18/2018,,5.1
5/19/2018,,4.6
5/20/2018,,4
5/21/2018,,3.8
5/22/2018,,3.6
5/23/2018,,3.1
5/24/2018,,2.8
5/25/2018,,2.9
5/26/2018,,3.1
5/27/2018,,3.7
5/28/2018,,2.6
5/29/2018,,1.2
5/30/2018,,0.8
5/31/2018,,0.6
6/1/2018,,0.5
6/2/2018,,0.5
6/3/2018,,0.4
6/4/2018,,0.4
6/5/2018,,0.8
6/6/2018,,1.7
6/7/2018,,1.8
6/8/2018,,1.3
6/9/2018,,1.1
6/10/2018,,0.9
6/11/2018,,0.7
6/12/2018,,0.6
6/13/2018,,0.9
6/15/2018,,0.8
6/16/2018,,0.8
6/17/2018,,1
6/18/2018,,0.9
6/19/2018,,0.4
6/20/2018,,0.3
6/21/2018,,0.3
6/22/2018,,0.3
6/23/2018,,0.3
6/24/2018,,0.4
6/25/2018,,0.4
6/26/2018,,0.4
6/27/2018,,0.6
6/28/2018,,1
6/29/2018,,0.8
6/30/2018,,0.5
7/1/2018,,0.4
7/2/2018,,0.4
7/3/2018,,0.5
7/4/2018,,1.3
7/5/2018,,1.3
7/6/2018,,0.7
7/7/2018,,0.4
7/8/2018,,0.7
7/9/2018,,1.7
7/10/2018,,2
7/11/2018,,1.1
7/12/2018,,0.5
7/13/2018,,0.3
7/14/2018,,0.4
7/15/2018,,1
7/16/2018,,1.2
7/17/2018,,0.6
7/18/2018,,0.3
7/19/2018,,0.3
7/26/2018,,0.3
7/27/2018,,0.3
7/28/2018,,0.3
7/29/2018,,0.3
7/30/2018,,0.3
7/31/2018,,0.3
8/1/2018,,0.3
8/2/2018,,0.3
8/3/2018,,0.3
8/4/2018,,0.3
8/5/2018,,0.3
8/6/2018,,0.3
8/7/2018,,0.3
8/8/2018,,0.3
8/9/2018,,0.3
8/10/2018,,0.3
8/11/2018,,0.5
8/12/2018,,0.6
8/13/2018,,0.4
8/14/2018,,0.3
8/15/2018,,0.3
8/16/2018,,0.3
8/17/2018,,0.3
8/18/2018,,0.2
8/19/2018,,0.2
8/20/2018,,0.3
8/21/2018,,0.6
8/22/2018,,0.7
8/23/2018,,1
8/24/2018,,4
8/25/2018,,6.9
8/26/2018,,4.6
8/27/2018,,3
8/28/2018,,1.7
8/29/2018,,0.8
8/30/2018,,0.4
8/31/2018,,0.3
9/1/2018,,0.4
9/2/2018,,0.6
9/3/2018,,1.7
9/4/2018,,1.9
9/5/2018,,1.8
9/6/2018,,2.1
9/7/2018,,2.1
9/8/2018,,1.6
9/9/2018,,1.3
9/10/2018,,1.4
9/11/2018,,1.6
9/12/2018,,2.6
9/13/2018,,4.2
9/14/2018,,3.9
9/15/2018,,0.6
9/16/2018,,0.3
9/17/2018,,0.6
9/18/2018,,0.7
9/19/2018,,0.7
9/20/2018,,1.5
9/21/2018,,3.1
9/22/2018,,4.1
9/23/2018,,4.4
9/24/2018,,5.1
9/25/2018,,5.3
9/26/2018,,4.9
9/27/2018,,3.9
9/28/2018,,2.8
9/29/2018,,2
9/30/2018,,2.9
10/1/2018,,6.8
10/2/2018,,5.9
10/4/2018,,4.4
10/5/2018,,3.6
10/6/2018,,3.7
10/7/2018,,4.7
10/8/2018,,7.2
10/9/2018,,8.7
10/10/2018,,7
10/11/2018,,3
10/12/2018,,1.9
10/13/2018,,2
10/14/2018,,2.6
10/15/2018,,3.5
10/16/2018,,3
10/17/2018,,1.5
10/18/2018,,2.5
10/19/2018,,5.7
10/20/2018,,4.7
10/21/2018,,4.4
10/22/2018,,7.4
10/23/2018,,7.9
10/24/2018,,10
10/25/2018,,14
10/26/2018,,12
10/27/2018,,7.6
10/28/2018,,5.1
10/29/2018,,3.7
10/30/2018,,4
10/31/2018,,5.4
11/1/2018,,5.1
11/2/2018,,4
11/3/2018,,4
11/4/2018,,5.9
11/5/2018,,7.8
11/6/2018,,7.6
11/7/2018,,7.2
11/8/2018,,8.2
11/9/2018,,9.1
11/10/2018,,9.2
11/11/2018,,11
11/12/2018,,13
11/13/2018,,7.6
11/14/2018,,8.4
11/15/2018,,12
11/16/2018,,8
11/17/2018,,7.3
11/18/2018,,8.7
11/19/2018,,4.69
11/20/2018,,9
11/21/2018,,9.4
11/22/2018,,12
11/23/2018,,19
11/24/2018,,17
11/25/2018,,15
11/26/2018,,12
11/27/2018,,9.5
11/28/2018,,8.4
11/29/2018,,8.1
11/30/2018,,7.7
12/1/2018,,7.3
12/2/2018,,6.4
12/3/2018,,5.6
12/4/2018,,5.4
12/5/2018,,5.5
12/6/2018,,5.7
12/7/2018,,5.8
12/8/2018,,6.8
12/9/2018,,9.7
12/10/2018,,9.8
12/12/2018,,6.8
12/13/2018,,5.2
12/14/2018,,4.7
12/15/2018,,3.1
12/16/2018,,1.8
12/17/2018,,1.2
12/18/2018,,0.9
12/19/2018,,1.3
12/20/2018,,1.9
12/21/2018,,0.6
12/22/2018,,0.3
12/23/2018,,0.3
12/24/2018,,0.4
12/25/2018,,0.6
12/26/2018,,1.5
12/27/2018,,2.2
12/28/2018,,1.3
12/29/2018,,0.4
12/30/2018,,0.3
12/31/2018,,0.3
1/1/2019,,0.3
1/2/2019,,0.3
1/3/2019,,0.3
1/4/2019,,0.4
1/5/2019,,0.3
1/6/2019,,0.3
1/7/2019,,1.1
1/8/2019,,2.5
1/9/2019,,1.5
1/10/2019,,1.5
1/11/2019,,5.2
1/12/2019,,6.4
1/13/2019,,4.9
1/14/2019,,5.1
1/15/2019,,5.3
1/16/2019,,5.9
1/17/2019,,4.7
1/18/2019,,3.7
1/19/2019,,3.3
1/20/2019,,1.9
1/21/2019,,1.5
1/22/2019,,4.1
1/23/2019,,5.4
1/24/2019,,3
1/25/2019,,1.5
1/26/2019,,1.6
1/27/2019,,3.6
1/28/2019,,6.6
1/29/2019,,3.6
1/30/2019,,2.2
1/31/2019,,1.6
2/1/2019,,1.6
2/2/2019,,1.5
2/3/2019,,1.7
2/4/2019,,2.1
2/5/2019,,1.6
2/6/2019,,0.9
2/7/2019,,0.6
2/8/2019,,0.4
2/9/2019,,0.6
2/10/2019,,3.8
2/11/2019,,1.59
2/12/2019,,1.1
2/13/2019,,0.5
2/14/2019,,0.5
2/15/2019,,0.9
2/16/2019,,0.8
2/17/2019,,0.9
2/18/2019,,2
2/19/2019,,3.7
2/20/2019,,6.9
2/21/2019,,5.8
2/22/2019,,4.4
2/23/2019,,4.9
2/24/2019,,4.4
2/25/2019,,3
2/26/2019,,2.1
2/27/2019,,1.6
2/28/2019,,1.6
3/1/2019,,1.4
3/2/2019,,1.3
3/3/2019,,1.6
3/4/2019,,2.1
3/5/2019,,3.7
3/6/2019,,5.7
3/7/2019,,5.6
3/8/2019,,4.6
3/9/2019,,3.7
3/10/2019,,3.6
3/11/2019,,2.6
3/12/2019,,3.6
3/13/2019,,6.2
3/14/2019,,4.7
3/15/2019,,3.2
3/16/2019,,2.6
3/17/2019,,4.8
3/18/2019,,7.5
3/19/2019,,10
3/20/2019,,15
3/21/2019,,12
3/22/2019,,9.1
3/23/2019,,7.5
3/24/2019,,6.6
3/25/2019,,5.4
3/26/2019,,4.3
3/27/2019,,13
3/28/2019,,20
3/29/2019,,15
3/30/2019,,9
3/31/2019,,6.7
4/1/2019,,7.9
4/2/2019,,12
4/4/2019,,8
4/5/2019,,6.7
4/6/2019,,5.9
4/7/2019,,5.6
4/8/2019,,5.4
4/9/2019,,4.9
4/10/2019,,5.5
4/11/2019,,8.5
4/12/2019,,9.1
4/13/2019,,7.3
4/14/2019,,5.9
4/15/2019,,4.2
4/16/2019,,4.5
4/17/2019,,6
4/18/2019,,7.1
4/19/2019,,6.1
4/20/2019,,3.6
4/21/2019,,3.2
4/22/2019,,4
4/23/2019,,5.2
4/24/2019,,5.9
4/25/2019,,6.1
4/26/2019,,5.6
4/27/2019,,6.8
4/28/2019,,7.5
4/29/2019,,7.3
4/30/2019,,9.4
5/1/2019,,10
5/2/2019,,11
5/3/2019,,11
5/4/2019,,11
5/5/2019,,10
5/6/2019,,8.8
5/7/2019,,10
5/8/2019,,12
5/9/2019,,12
5/10/2019,,11
5/11/2019,,10
5/12/2019,,9.7
5/13/2019,,9.2
5/14/2019,,10
5/15/2019,,14
5/16/2019,,15
5/17/2019,,13
5/18/2019,,11
5/19/2019,,11
5/20/2019,,11
5/21/2019,,5.6
5/22/2019,,9.7
5/23/2019,,11
5/24/2019,,10
5/25/2019,,8.7
5/26/2019,,10
5/27/2019,,11
5/28/2019,,12
5/29/2019,,12
5/30/2019,,11
5/31/2019,,10
6/1/2019,,11
6/2/2019,,13
6/3/2019,,15
6/4/2019,,16
6/5/2019,,16
6/6/2019,,15
6/7/2019,,14
6/8/2019,,14
6/9/2019,,13
6/10/2019,,12
6/12/2019,,13
6/13/2019,,12
6/14/2019,,12
6/15/2019,,14
6/16/2019,,14
6/17/2019,,6.5
6/18/2019,,12
6/19/2019,,10
6/20/2019,,8.1
6/21/2019,,6.6
6/22/2019,,6.7
6/23/2019,,8.4
6/24/2019,,11
6/25/2019,,11
6/26/2019,,13
6/27/2019,,13
6/28/2019,,13
6/29/2019,,12
6/30/2019,,11
7/1/2019,,10
7/2/2019,,11
7/3/2019,,12
7/4/2019,,12
7/5/2019,,12
7/6/2019,,11
7/7/2019,,9.6
7/8/2019,,8.7
7/9/2019,,8.2
7/13/2019,,4
7/14/2019,,3.5
7/15/2019,,3.8
7/16/2019,,4.8
7/17/2019,,5.8
7/18/2019,,6
7/19/2019,,4.9
7/20/2019,,4.8
7/21/2019,,4.4
7/22/2019,,4.5
7/23/2019,,5
7/24/2019,,5.4
7/25/2019,,8.3
7/26/2019,,11
7/27/2019,,14
7/28/2019,,15
7/30/2019,,12
7/31/2019,,10
8/1/2019,,10
8/2/2019,,11
8/3/2019,,11
8/4/2019,,9.5
8/5/2019,,7.8
8/6/2019,,5.9
8/7/2019,,4.2
8/8/2019,,3.1
8/9/2019,,2.4
8/10/2019,,2.4
8/11/2019,,2.5
8/12/2019,,3.3
8/13/2019,,4.4
8/14/2019,,4
8/15/2019,,2.5
8/16/2019,,1.3
8/17/2019,,0.7
8/18/2019,,0.6
8/19/2019,,1.1
8/20/2019,,2.8
8/21/2019,,2.6
8/22/2019,,1.4
8/23/2019,,1.2
8/24/2019,,2
8/25/2019,,6.2
8/26/2019,,13
8/27/2019,,12
8/28/2019,,12
8/29/2019,,13
8/30/2019,,15
8/31/2019,,15
9/1/2019,,15
9/2/2019,,17
9/3/2019,,19
9/4/2019,,26
9/5/2019,,18
9/6/2019,,8.5
9/7/2019,,6.2
9/8/2019,,5.4
9/9/2019,,4.9
9/10/2019,,4.3
9/11/2019,,4.2
9/12/2019,,4.8
9/13/2019,,5
9/14/2019,,6.3
9/15/2019,,9.2
9/16/2019,,10
9/17/2019,,8.6
9/18/2019,,7.6
9/19/2019,,10
9/20/2019,,12
9/21/2019,,8.4
9/22/2019,,6.1
9/23/2019,,4.9
9/24/2019,,4.3
9/25/2019,,3.8
9/26/2019,,3.2
9/27/2019,,3.1
9/28/2019,,4
9/29/2019,,5.9
9/30/2019,,7.4
10/1/2019,,9.5
10/2/2019,,9.8
10/3/2019,,7.6
10/4/2019,,5.2
10/5/2019,,4.6
10/6/2019,,10
10/7/2019,,11
10/9/2019,,9.8
10/10/2019,,11
10/11/2019,,11
10/12/2019,,9.2
10/13/2019,,7.6
10/14/2019,,6.4
10/15/2019,,5.3
10/16/2019,,3.8
10/17/2019,,2.7
10/18/2019,,2.4
10/19/2019,,2.3
10/20/2019,,1
10/21/2019,,0.7
10/22/2019,,0.8
10/23/2019,,1.6
10/24/2019,,3.4
10/25/2019,,4.7
10/26/2019,,4.8
10/27/2019,,3.4
10/28/2019,,2.5
10/29/2019,,2.3
10/30/2019,,3.1
10/31/2019,,2.7
11/1/2019,,2.2
11/2/2019,,3.7
11/3/2019,,5.7
11/4/2019,,7.4
11/5/2019,,6.9
11/6/2019,,3.135
11/7/2019,,8
11/8/2019,,9.5
11/9/2019,,17
11/10/2019,,15
11/11/2019,,9.7
11/12/2019,,7.2
11/13/2019,,10
11/14/2019,,14
11/15/2019,,13
11/16/2019,,11
11/17/2019,,14
11/18/2019,,13
11/19/2019,,9.7
11/20/2019,,7.3
11/21/2019,,6.3
11/22/2019,,5.3
11/23/2019,,4.2
11/24/2019,,3.1
11/25/2019,,2.5
11/26/2019,,2.3
11/27/2019,,1.9
11/28/2019,,1.3
11/29/2019,,1.3
11/30/2019,,1.8
12/1/2019,,1.6
12/2/2019,,0.8
12/4/2019,,3.2
12/5/2019,,4.6
12/6/2019,,5.6
12/7/2019,,6.7
12/8/2019,,11
12/9/2019,,9.4
