Site,Dim.1,Dim.2,Dim.3,Dim.4
1,2.6820332661973953,0.07558117660762803,0.5582718877548025,-4.163336342344337e-17
2,-0.06953688003042263,-1.2973739511576077,-0.8676535721981485,-3.3757718842508666e-15
3,-0.5620211748337831,1.4863268710987674,-0.6202799679853541,4.808653475407709e-15
4,-2.0504752113331897,-0.2645340965487873,0.9296616524287002,-1.096345236817342e-15
