Site,Dim.1,Dim.2,Dim.3,Dim.4
1,2.0292205836454107,-1.3417606376018774,-0.006991244540265146,1.1102230246251565e-16
2,-1.0834582095527547,0.26302379585942215,-0.7967334942108335,0
3,1.4073710101056647,1.474832811935559,0.2771518757531491,1.6653345369377348e-16
4,-2.3531333841983204,-0.39609597019310344,0.5265728629979498,0
