Component,Eigenvalue,Variance_Explained,Cumulative_Variance
Dim.1,4.2698492509506565,71.16415418251091,71.16415418251091
Dim.2,1.4005089888570217,23.34181648095035,94.50597066346126
Dim.3,0.3296417601923243,5.494029336538735,100
Dim.4,3.239345811473009e-32,5.3989096857883455e-31,100
