Component,Eigenvalue,Variance_Explained,Cumulative_Variance
Dim.1,3.90615140397576,65.102523399596,65.102523399596
Dim.2,1.3226791797956103,22.044652996593506,87.14717639618951
Dim.3,0.771169416228631,12.852823603810513,100.00000000000001
Dim.4,1.5533445330613093e-32,2.5889075551021815e-31,100.00000000000001
