Site,Dim.1,Dim.2,Dim.3,Dim.4
1,2.538956067516441,-0.8891452442559514,-0.10877597381952983,0
2,-1.2369170354662735,0.3634200818139653,-0.7464622693709556,-1.2212453270876722e-15
3,1.0047696091355602,1.1836557237513337,0.4003337354166535,5.551115123125783e-16
4,-2.306808641185728,-0.6579305613093474,0.45490450777383185,8.881784197001252e-16
